word,meaning
cabinets,n. cabinet 的复数形式
stacked,v. stack 的过去式
stacking,v. stack 的现在分词
emphases,n. emphasis 的复数形式
shortages,n. shortage 的复数形式
stretched,v. stretch 的过去式
stretching,v. stretch 的现在分词
patched,v. patch 的过去式
patching,v. patch 的现在分词
ornaments,n. ornament 的复数形式
hares,n. hare 的复数形式
brooks,n. brook 的复数形式
sympathized,v. sympathize 的过去式
sympathizing,v. sympathize 的现在分词
meadows,n. meadow 的复数形式
complicated,v. complicate 的过去式
complicating,v. complicate 的现在分词
gardeners,n. gardener 的复数形式
conversions,n. conversion 的复数形式
trumpets,n. trumpet 的复数形式
congresses,n. congress 的复数形式
frequencies,n. frequency 的复数形式
confessed,v. confess 的过去式
confessing,v. confess 的现在分词
inhabited,v. inhabit 的过去式
inhabiting,v. inhabit 的现在分词
turbines,n. turbine 的复数形式
contempts,n. contempt 的复数形式
dews,n. dew 的复数形式
palms,n. palm 的复数形式
moans,n. moan 的复数形式
barns,n. barn 的复数形式
rhythms,n. rhythm 的复数形式
shields,n. shield 的复数形式
clasps,n. clasp 的复数形式
cliffs,n. cliff 的复数形式
orphans,n. orphan 的复数形式
properties,n. property 的复数形式
suspicions,n. suspicion 的复数形式
orchestras,n. orchestra 的复数形式
berries,n. berry 的复数形式
banners,n. banner 的复数形式
marxisms,n. marxism 的复数形式
dripped,v. drip 的过去式
dripping,v. drip 的现在分词
germs,n. germ 的复数形式
bullets,n. bullet 的复数形式
condensed,v. condense 的过去式
condensing,v. condense 的现在分词
exerted,v. exert 的过去式
exerting,v. exert 的现在分词
steamers,n. steamer 的复数形式
formations,n. formation 的复数形式
dissolved,v. dissolve 的过去式
dissolving,v. dissolve 的现在分词
liners,n. liner 的复数形式
coils,n. coil 的复数形式
computed,v. compute 的过去式
computing,v. compute 的现在分词
alloys,n. alloy 的复数形式
suspended,v. suspend 的过去式
suspending,v. suspend 的现在分词
workmans,n. workman 的复数形式
leaderships,n. leadership 的复数形式
descended,v. descend 的过去式
descending,v. descend 的现在分词
fahrenheits,n. fahrenheit 的复数形式
lumbers,n. lumber 的复数形式
encountered,v. encounter 的过去式
encountering,v. encounter 的现在分词
composing,v. compose 的现在分词
drifted,v. drift 的过去式
drifting,v. drift 的现在分词
gliding,v. glide 的现在分词
drained,v. drain 的过去式
draining,v. drain 的现在分词
apparatuses,n. apparatus 的复数形式
prefaces,n. preface 的复数形式
adjectives,n. adjective 的复数形式
blooms,n. bloom 的复数形式
railroads,n. railroad 的复数形式
precisions,n. precision 的复数形式
deceits,n. deceit 的复数形式
doses,n. dose 的复数形式
groans,n. groan 的复数形式
fables,n. fable 的复数形式
trails,n. trail 的复数形式
meantimes,n. meantime 的复数形式
portions,n. portion 的复数形式
restraints,n. restraint 的复数形式
verified,v. verify 的过去式
verifying,v. verify 的现在分词
conquests,n. conquest 的复数形式
bristles,n. bristle 的复数形式
delegations,n. delegation 的复数形式
sulphurs,n. sulphur 的复数形式
appliances,n. appliance 的复数形式
inspections,n. inspection 的复数形式
ventured,v. venture 的过去式
venturing,v. venture 的现在分词
inputs,n. input 的复数形式
roared,v. roar 的过去式
roaring,v. roar 的现在分词
spoiled,v. spoil 的过去式
spoiling,v. spoil 的现在分词
pigeons,n. pigeon 的复数形式
trays,n. tray 的复数形式
diameters,n. diameter 的复数形式
glitters,n. glitter 的复数形式
infants,n. infant 的复数形式
conventions,n. convention 的复数形式
woke,v. waken 的过去式
waking,v. waken 的现在分词
stripes,n. stripe 的复数形式
inferred,v. infer 的过去式
inferring,v. infer 的现在分词
indications,n. indication 的复数形式
submarines,n. submarine 的复数形式
straps,n. strap 的复数形式
barrels,n. barrel 的复数形式
plunged,v. plunge 的过去式
plunging,v. plunge 的现在分词
philosophies,n. philosophy 的复数形式
thrived,v. thrive 的过去式
thriving,v. thrive 的现在分词
firemans,n. fireman 的复数形式
liars,n. liar 的复数形式
dairies,n. dairy 的复数形式
restrained,v. restrain 的过去式
restraining,v. restrain 的现在分词
observers,n. observer 的复数形式
canvases,n. canvas 的复数形式
oppressed,v. oppress 的过去式
oppressing,v. oppress 的现在分词
latins,n. latin 的复数形式
devised,v. devise 的过去式
devising,v. devise 的现在分词
fulfilled,v. fulfil 的过去式
fulfiling,v. fulfil 的现在分词
campuses,n. campus 的复数形式
compiled,v. compile 的过去式
compiling,v. compile 的现在分词
miracles,n. miracle 的复数形式
resumed,v. resume 的过去式
resuming,v. resume 的现在分词
breezes,n. breeze 的复数形式
residences,n. residence 的复数形式
geniuses,n. genius 的复数形式
axes,n. axis 的复数形式
successions,n. succession 的复数形式
gazed,v. gaze 的过去式
gazing,v. gaze 的现在分词
presences,n. presence 的复数形式
colonels,n. colonel 的复数形式
slitting,v. slit 的现在分词
despised,v. despise 的过去式
despising,v. despise 的现在分词
volts,n. volt 的复数形式
torches,n. torch 的复数形式
bubbled,v. bubble 的过去式
bubbling,v. bubble 的现在分词
uncovered,v. uncover 的过去式
uncovering,v. uncover 的现在分词
interiors,n. interior 的复数形式
disciplined,v. discipline 的过去式
disciplining,v. discipline 的现在分词
listeners,n. listener 的复数形式
fertilizers,n. fertilizer 的复数形式
donkeys,n. donkey 的复数形式
filtered,v. filter 的过去式
filtering,v. filter 的现在分词
crusts,n. crust 的复数形式
outlets,n. outlet 的复数形式
subtracted,v. subtract 的过去式
subtracting,v. subtract 的现在分词
outsets,n. outset 的复数形式
disguised,v. disguise 的过去式
disguising,v. disguise 的现在分词
shrieks,n. shriek 的复数形式
occurrences,n. occurrence 的复数形式
isolated,v. isolate 的过去式
isolating,v. isolate 的现在分词
supplemented,v. supplement 的过去式
supplementing,v. supplement 的现在分词
efficiencies,n. efficiency 的复数形式
comprised,v. comprise 的过去式
comprising,v. comprise 的现在分词
despairs,n. despair 的复数形式
enforced,v. enforce 的过去式
enforcing,v. enforce 的现在分词
grammes,n. gramme 的复数形式
displeased,v. displease 的过去式
displeasing,v. displease 的现在分词
certainties,n. certainty 的复数形式
magnets,n. magnet 的复数形式
hasted,v. hasten 的过去式
hasting,v. hasten 的现在分词
generators,n. generator 的复数形式
scattering,v. scatter 的现在分词
commanders,n. commander 的复数形式
limbs,n. limb 的复数形式
disposals,n. disposal 的复数形式
repetitions,n. repetition 的复数形式
locations,n. location 的复数形式
cements,n. cement 的复数形式
accessaries,n. accessary 的复数形式
omitted,v. omit 的过去式
omitting,v. omit 的现在分词
announcers,n. announcer 的复数形式
formulae,n. formula 的复数形式
lieutenants,n. lieutenant 的复数形式
utmosts,n. utmost 的复数形式
cooperated,v. cooperate 的过去式
cooperating,v. cooperate 的现在分词
grieved,v. grieve 的过去式
grieving,v. grieve 的现在分词
gymnasia,n. gymnasium 的复数形式
brims,n. brim 的复数形式
prescribed,v. prescribe 的过去式
prescribing,v. prescribe 的现在分词
relativities,n. relativity 的复数形式
brandies,n. brandy 的复数形式
beggars,n. beggar 的复数形式
colonies,n. colony 的复数形式
reservoirs,n. reservoir 的复数形式
ridges,n. ridge 的复数形式
exceeded,v. exceed 的过去式
exceeding,v. exceed 的现在分词
cabins,n. cabin 的复数形式
harnessed,v. harness 的过去式
harnessing,v. harness 的现在分词
organisms,n. organism 的复数形式
radii,n. radius 的复数形式
nuisances,n. nuisance 的复数形式
accordances,n. accordance 的复数形式
greenhouses,n. greenhouse 的复数形式
evaporated,v. evaporate 的过去式
evaporating,v. evaporate 的现在分词
faculties,n. faculty 的复数形式
capacities,n. capacity 的复数形式
knelt,v. kneel 的过去式
kneeling,v. kneel 的现在分词
crept,v. creep 的过去式
creeping,v. creep 的现在分词
spilled,v. spill 的过去式
spilling,v. spill 的现在分词
molecules,n. molecule 的复数形式
motions,n. motion 的复数形式
landlords,n. landlord 的复数形式
microphones,n. microphone 的复数形式
dorms,n. dorm 的复数形式
discarded,v. discard 的过去式
discarding,v. discard 的现在分词
exclaimed,v. exclaim 的过去式
exclaiming,v. exclaim 的现在分词
brows,n. brow 的复数形式
footsteps,n. footstep 的复数形式
boughs,n. bough 的复数形式
treaties,n. treaty 的复数形式
disposed,v. dispose 的过去式
disposing,v. dispose 的现在分词
brightened,v. brighten 的过去式
brightening,v. brighten 的现在分词
sulfurs,n. sulfur 的复数形式
beginners,n. beginner 的复数形式
slammed,v. slam 的过去式
decayed,v. decay 的过去式
decaying,v. decay 的现在分词
gunpowders,n. gunpowder 的复数形式
electrons,n. electron 的复数形式
limes,n. lime 的复数形式
coppers,n. copper 的复数形式
deliveries,n. delivery 的复数形式
cafes,n. cafe 的复数形式
payments,n. payment 的复数形式
flared,v. flare 的过去式
flaring,v. flare 的现在分词
modes,n. mode 的复数形式
infected,v. infect 的过去式
infecting,v. infect 的现在分词
linens,n. linen 的复数形式
gasolines,n. gasoline 的复数形式
deceived,v. deceive 的过去式
deceiving,v. deceive 的现在分词
voltages,n. voltage 的复数形式
dialogs,n. dialog 的复数形式
worshipping,v. worship 的现在分词
glimpses,n. glimpse 的复数形式
dialects,n. dialect 的复数形式
unloaded,v. unload 的过去式
unloading,v. unload 的现在分词
binding,v. bind 的现在分词
employees,n. employee 的复数形式
nuclei,n. nucleus 的复数形式
portraits,n. portrait 的复数形式
cords,n. cord 的复数形式
invasions,n. invasion 的复数形式
loosened,v. loosen 的过去式
loosening,v. loosen 的现在分词
cargos,n. cargo 的复数形式
plantations,n. plantation 的复数形式
immigrants,n. immigrant 的复数形式
glowed,v. glow 的过去式
glowing,v. glow 的现在分词
equations,n. equation 的复数形式
brasses,n. brass 的复数形式
proceeded,v. proceed 的过去式
expansions,n. expansion 的复数形式
honeymoons,n. honeymoon 的复数形式
proposed,v. propose 的过去式
proposing,v. propose 的现在分词
lawns,n. lawn 的复数形式
instincts,n. instinct 的复数形式
awaited,v. await 的过去式
awaiting,v. await 的现在分词
droughts,n. drought 的复数形式
miners,n. miner 的复数形式
transistors,n. transistor 的复数形式
knobs,n. knob 的复数形式
vitamins,n. vitamin 的复数形式
wrecked,v. wreck 的过去式
wrecking,v. wreck 的现在分词
chilled,v. chill 的过去式
chilling,v. chill 的现在分词
wove,v. weave 的过去式
weaving,v. weave 的现在分词
heirs,n. heir 的复数形式
exhibited,v. exhibit 的过去式
exhibiting,v. exhibit 的现在分词
millimetres,n. millimetre 的复数形式
crows,n. crow 的复数形式
behaviors,n. behavior 的复数形式
vessels,n. vessel 的复数形式
motives,n. motive 的复数形式
captured,v. capture 的过去式
capturing,v. capture 的现在分词
tempted,v. tempt 的过去式
corridors,n. corridor 的复数形式
durations,n. duration 的复数形式
moulds,n. mould 的复数形式
horsepowers,n. horsepower 的复数形式
disclosed,v. disclose 的过去式
disclosing,v. disclose 的现在分词
cowards,n. coward 的复数形式
trimmed,v. trim 的过去式
trimming,v. trim 的现在分词
vibrated,v. vibrate 的过去式
vibrating,v. vibrate 的现在分词
substances,n. substance 的复数形式
processions,n. procession 的复数形式
rifles,n. rifle 的复数形式
ounces,n. ounce 的复数形式
devils,n. devil 的复数形式
waggons,n. waggon 的复数形式
loops,n. loop 的复数形式
moistures,n. moisture 的复数形式
investments,n. investment 的复数形式
summarized,v. summarize 的过去式
